property_name,property_price,property_location,property_bedrooms,property_bathrooms,property_size,real_estate_agent
,"KSh 40,000,000","Off Gitanga Road, Lavington",5,,,Lavington Property Management
,"KSh 36,000,000","Nyali Area, Nyali",4,,,Furaha Properties
,"KSh 90,000,000","O, Karen",4,,540 m²,Mapema Properties
,"KSh 5,800,000",Kitengela,3,,450 m²,Homeken Limited
,"KSh 55,000,000","Kyuna, Westlands",4,,,Pam Golding Properties
,"KSh 50,000,000","Mushroom, Kiambu Road",3,,,Royani Properties Limited
,"KSh 55,000,000","Tiwi, Diani",5,,2000 m²,Sky Miles Properties
,"KSh 45,000,000","links road Nyali, Mkomani, Nyali",4,,,Benford Homes
,"KSh 21,000,000","Nyali Area, Nyali",3,,,Arneel Homes
,"KSh 63,000,000","Runda Mumwe, Runda, Westlands",4,,,Royani Properties Limited
,"KSh 165,000,000","Miotoni, Karen",4,,,Pam Golding Properties
,"KSh 550,000,000","Old Muthaiga, Muthaiga",5,,2 ac,Fab Real Estate
,"KSh 6,000,000",Kitengela,3,,135 m²,Halsey Realtors
,"KSh 21,000,000","Kamakis, Ruiru",4,,4000 ft²,Litana Investments
,"KSh 6,500,000","Green wood, Mtwapa",3,,1750 m²,Ogaye Enterprises
,"KSh 6,000,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 180,000,000","Runda, Westlands",5,,10000 ft²,Jubilee Real Estate
,"KSh 7,500,000",Ongata Rongai,3,,5000 ft²,Litana Investments
,"KSh 68,000,000","Nyali, Nyali Area",4,,3867 ft²,Benford Homes
,"KSh 5,850,000","Kamulu, Kangundo road, Kamulu Joska Malaa",3,,120 m²,CASTLE VILLAS LIMITED
,"KSh 16,500,000","Near Ngong Hills, Ngong Kibiko, Ngong",4,,216 m²,Westside Real Estate
,"KSh 15,000,000","Utange, Bamburi",4,,400 m²,Samfrance properties
,"KSh 35,000,000","Nyali Area, Nyali",4,,,Arneel Homes
,"KSh 130,000,000","Runda, Westlands",7,,,Tysons Limited
,"KSh 170,000,000","Chalbi drive, Lavington",4,,,Crystal Valuers LTD
,"KSh 75,000,000","Njumbi Rd, Lavington",4,,,Sky Limits Ventures
,"KSh 55,000,000",Ridgeways,4,,,Edlon Group Limited
,"KSh 50,000,000","Kentmere, Tigoni, Limuru",4,,418 m²,Olympia Gold Real Estate
,"KSh 100,000,000","Nyali Area, Nyali",3,,,Furaha Properties
,"KSh 120,000,000","Lower Kabete, Westlands",5,,,Dakima Home International
,"KSh 14,500,000",Ngong Road,3,,,Tysons Limited
,"KSh 14,500,000","Karen Ngong rd, Ngong",3,,,HOME CARE ESTATES LTD.
,"KSh 32,000,000","Nyali, Nyali Area",5,,3856 ft²,Benford Homes
,"KSh 110,000,000","Karen bongani road, Karen",5,,540 m²,Mapema Properties
,"KSh 150,000,000","Runda, Westlands",5,,,Tysons Limited
,"KSh 13,500,000","Riverside, Ongata Rongai",3,,,Second Exodus Realtors
,"KSh 28,800,000",Kileleshwa,5,,,Lavington Property Management
,"KSh 60,000,000","Waiyaki way, Mountain View, Westlands",5,,,Citywing Consult
,"KSh 10,000,000",Kitengela,4,,5000 ft²,Litana Investments
,"KSh 70,000,000",Karen,4,,,Kraft Fiction
,"KSh 55,000,000",Lavington,5,,3500 ft²,Leilach Properties
,"KSh 135,000,000","Nyali, Nyali Area",7,,8410 ft²,Benford Homes
,"KSh 39,500,000",Langata,4,,,Pam Golding Properties
,"KSh 45,000,000","Riverside, Westlands",3,,,Splendor Holdings
,"KSh 59,000,000",Karen,6,,,AMAYA REALTORS
,"KSh 5,260,000","Kangundo Road, Kangundo",3,,,Wangui Realtor
,"KSh 47,000,000","Karen Kikeni road, Karen Hardy",4,,544 m²,Mapema Properties
,"KSh 15,000,000","Athi River, Mombasa Road",3,,157 m²,The Manis Real Estate
,"KSh 29,000,000","Opposite Kist, Kiambu Road",4,,240 m²,Premier Realty Estate Agents
,"KSh 120,000,000","Hardy, Karen",5,,544 m²,Mapema Properties
,"KSh 17,000,000","utange, Bamburi",5,,228 m²,Benford Homes
,"KSh 95,000,000","Vipingo ,vipingo,kilifi, Vipingo",4,,4000 m²,Samfrance properties
,"KSh 26,000,000","General Mathenge, Westlands",4,,,Coral Property International Ltd
,"KSh 120,000,000","4, Off Thigiri ridge road, Thigiri, Westlands",4,,,Blue Zone Properties
,"KSh 100,000,000","Redhill road Rosslyn, Rosslyn, Westlands",4,,,Fab Real Estate
,"KSh 58,000,000","Tudor, Mombasa Island",5,,,Furaha Properties
,"KSh 6,200,000","Acacia, Kitengela",3,,,Vector Afriq Properties Ltd
,"KSh 12,000,000","Eastern ByPass, Ruiru",4,,2400 ft²,Litana Investments
,"KSh 10,500,000","Lower Kabete, Westlands",3,,110 m²,Realux Holding Limited
,"KSh 6,200,000",Ongata Rongai,3,,150 m²,Homeken Limited
,"KSh 16,000,000","Impala Road, Nyali Area, Nyali",3,,,Tysons Limited
,"KSh 23,000,000","kilimani, Kilimani",3,,,Prudential Green Ville
,"KSh 28,000,000","Greenview Villas, Kiambu Road",4,,,Royani Properties Limited
,"KSh 28,500,000",South B,4,,,Pam Golding Properties
,"KSh 20,000,000","Membley, Ruiru",5,,,Kraft Fiction
,"KSh 90,000,000","Greenpark Great Rift valley Lodge, Naivasha",4,,,Ryden International
,"KSh 55,000,000","Grevillea Grove, Westlands Area, Westlands",4,,,Knight Frank Kenya
,"KSh 50,000,000","lavington, Lavington",4,,,Prudential Green Ville
,"KSh 33,000,000","Nyali Area, Nyali",4,,,Furaha Properties
,"KSh 22,500,000",Athi River,4,,,Jakharris Africa Ltd
,"KSh 35,000,000","Loresho, Westlands",4,,,Bright Homes Management
,"KSh 55,000,000",Lavington,5,,,Marini Homes
,"KSh 28,000,000",Kiambu Road,4,,240 m²,Blessed Shelters Agency
,"KSh 28,000,000",Kiambu Road,4,,,Tysons Limited
,"KSh 99,000,000","Lower Kabete, Westlands",5,,5900 ft²,Coral Property International Ltd
,"KSh 5,800,000",Kitengela,3,,1800 ft²,Leilach Properties
,"KSh 20,000,000",Eldoret,4,,,Metrocosmo Limited
,"KSh 24,500,000",Ngong,4,,240 m²,Tysons Limited
,"KSh 110,000,000","Karen hardy, Karen",5,,544 m²,Mapema Properties
,"KSh 6,200,000","Estate, Acacia, Kitengela",4,,139 m²,Vector Afriq Properties Ltd
,"KSh 6,000,000","Acacia, Kitengela",3,,,Haki Homes
,"KSh 135,000,000","Munderendu, Karen",5,,,Knight Frank Kenya
,"KSh 50,000,000","Riverside, Westlands",5,,350 m²,Nuru Breeze Homes Realty Limited
,"KSh 90,000,000","Shanzu road, Spring Valley, Westlands",4,,280 m²,FAPCL Group
,"KSh 16,000,000",Ngong,5,,,Ikara property consultants
,"KSh 200,000,000","Lower Kabete, Westlands",5,,1 ac,Jubilee Real Estate
,"KSh 50,000,000","Tigoni Near Kentmere club, Tigoni, Limuru",4,,4400 ft²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 16,000,000",Ngong,5,,500 m²,Leilach Properties
,"KSh 90,000,000","Nyali Area, Nyali",4,,,Arneel Homes
,"KSh 6,000,000",Kitengela,3,,1800 ft²,Leilach Properties
,"KSh 21,500,000",Ruai,3,,,Canaan Properties
,"KSh 95,000,000",Lavington,5,,,
,"KSh 130,000,000","loresho, Loresho, Westlands",5,,,
,"KSh 60,000,000","Brookside, Westlands",4,,,
,"KSh 75,000,000",Lavington,5,,,
,"KSh 55,000,000",Lavington,4,,,
,"KSh 12,600,000","Afro Sayari, Kamakis, Ruiru",4,,,
,"KSh 110,000,000","Runda, Westlands",5,,21780 m²,
,"KSh 150,000,000","Runda, Westlands",5,,250 m²,
,"KSh 30,000,000","Njathaini road, Kiambu Road",4,,,
,"KSh 220,000,000","Old Muthaiga, Muthaiga",5,,5000 m²,
,"KSh 17,000,000","Kibiko Ngere Rd Ngong, Ngong",5,,329 m²,
,"KSh 45,000,000","City mall, Nyali, Nyali Area",4,,20000 ft²,
,"KSh 225,000,000","Thigiri, Westlands",7,,3237 m²,
,"KSh 500,000,000","Kitisuru, Westlands",6,,,
,"KSh 50,000,000","Brookside, Westlands",4,,,
,"KSh 21,000,000","Asilia Estate, South C",4,,125 m²,
,"KSh 28,000,000","kenyatta road, Kenyatta Road",6,,,
,"KSh 38,000,000","Kenyatta road, Kenyatta Road",5,,,
,"KSh 10,500,000","Matangi, Ruiru",4,,,
,"KSh 28,000,000","1 km from Spur Mall, Kwa Kabogo, Ruiru",5,,,
,"KSh 13,500,000","mugutha, Ruiru",4,,,
,"KSh 19,000,000","Off Eastern Bypass, Membley, Ruiru",4,,,
,"KSh 22,000,000","Membley, Ruiru",5,,,
,"KSh 16,500,000","Kibiku, Ngong",5,,,
,"KSh 17,800,000","Off Eastern Bypass, Kamakis, Ruiru",5,,,
,"KSh 78,000,000","Nyali, Nyali Area",6,,72000 ft²,
,"KSh 8,600,000","mugutha, Ruiru",3,,,
,"KSh 22,500,000","katani road, Syokimau",5,,,
,"KSh 33,000,000","Eastern bypass, Membley, Ruiru",5,,,
,"KSh 6,500,000","Murera, Matangi Junction, Ruiru",3,,,
,"KSh 12,500,000","hamundia, Matangi Junction, Ruiru",4,,,
,"KSh 23,000,000","Membley, Ruiru",5,,,
,"KSh 55,000,000","lavington, Lavington",5,,,
,"KSh 85,000,000",Lavington,5,,,
,"KSh 63,000,000","Kirawa Road, Kitisuru, Westlands",5,,450 m²,
,"KSh 45,000,000","Nyali, Nyali Area",4,,,
,"KSh 7,500,000","mtwapa, Mombasa CBD, Mombasa Island",3,,1640 ft²,
,"KSh 7,500,000","mtwapa, Mtwapa",3,,1650 ft²,
,"KSh 125,000,000","Loresho, Westlands",5,,,
,"KSh 25,000,000","Rio Plainsview Estate, Gikambura, Kikuyu",4,,350 m²,
,"KSh 18,000,000","Dam Estate, Langata Road, Langata",4,,448 m²,
,"KSh 58,000,000","Palm Drive, Mushroom Estate, Kiambu Road",3,,1012 m²,
,"KSh 7,500,000","Pepezi Court, Kitengela",3,,505 m²,
,"KSh 27,000,000",Langata,5,,,
,"KSh 12,500,000",Embakasi,4,,,
,"KSh 70,000,000","Riverside gardens, Nairobi, Riverside, Westlands",6,,5000 ft²,
,"KSh 40,000,000","Rimpa, Ongata Rongai",5,,,
,"KSh 100,000,000","1, Lenana road, Kilimani",4,,200 m²,
,"KSh 18,500,000",Imara Daima,5,,,
,"KSh 145,000,000","Lower kabete road, Nairobi, Lower Kabete, Westlands",5,,7000 ft²,
,"KSh 120,000,000","Forest edge Road, Karen",5,,,
,"KSh 24,000,000","Ngong - Upper Matasia Rd, Ngong",4,,,
,"KSh 55,000,000","Kerarapon Drive, Ngong",5,,,
,"KSh 130,000,000",Lavington,4,,,
,"KSh 50,000,000","Lenana Road, Kilimani, Nairobi",5,,5000 ft²,
,"KSh 42,000,000","nyali, Nyali, Mkomani",4,,4000 ft²,
,"KSh 16,500,000","Ondiri, Kikuyu Town, Kikuyu",5,,,
,"KSh 50,000,000","Lantana Road, Westlands Area, Westlands",3,,3000 m²,
,"KSh 215,000,000","Runda, Westlands",5,,,
,"KSh 15,500,000",Syokimau,5,,,
,"KSh 16,800,000","Membley, Ruiru",4,,,
,"KSh 190,000,000",Muthaiga,5,,7000 ft²,
,"KSh 70,000,000","Convent Drive, Lavington, Nairobi",5,,6000 ft²,
,"KSh 38,000,000","Kahawa, Roysambu",4,,,
,"KSh 13,000,000","Katani Road, Syokimau",4,,,
,"KSh 95,000,000","Runda, Nairobi, Westlands",5,,6000 ft²,
,"KSh 32,000,000",Kiambu Road,4,,,
,"KSh 165,000,000","Manyani East road, Lavington, Nairobi",6,,7000 ft²,
,"KSh 30,000,000",Thindigua,4,,,
,"KSh 5,250,000","Galu-Kinondo, Off Diani Beach Road, Diani",3,,115 m²,
,"KSh 150,000,000","Kanjata road, Lavington, Nairobi",7,,7000 ft²,
,"KSh 300,000,000",Muthaiga,5,,,
,"KSh 78,000,000","Njumbi Rd, Lavington",4,,,
,"KSh 60,000,000",Karen,4,,,
,"KSh 18,000,000","Kamakis, Ruiru",5,,,
,"KSh 75,000,000","links road Nyali, Nyali Area, Nyali",4,,3876 ft²,
,"KSh 23,500,000","Mirema Drive, Mirema, Roysambu",5,,,
,"KSh 135,000,000","Ibis Drive, Nyari Eatate, Nairobi, Nyari, Westlands",5,,7000 ft²,
,"KSh 11,500,000","Gitaru, Kikuyu Town, Kikuyu",4,,,
,"KSh 135,000,000","Hardy area, Karen",4,,,
,"KSh 5,800,000","Kitengela- Isinya Rd, Kisaju",3,,114 m²,
,"KSh 67,000,000",Vipingo,4,,,
,"KSh 56,000,000","Palm, Mushroom Estate, Kiambu Road",3,,350 m²,
,"KSh 40,000,000",Redhill,4,,,
,"KSh 48,000,000",Lavington,5,,,
,"KSh 12,500,000",Mlolongo,3,,,
,"KSh 40,000,000","Off Mirema Rd, Thika Road",5,,,
,"KSh 16,750,000","Off Joseph Kangethe, Jamhuri",3,,,
,"KSh 35,000,000","Riara Road, Kilimani",3,,,
,"KSh 75,000,000","Mugumo Road, Lavington, Nairobi",5,,511 m²,
,"KSh 30,000,000","Loresho, Westlands",4,,,
,"KSh 10,000,000",Ngong,4,,,
,"KSh 125,000,000","Kigwa Ridge, Nairobi, Ridgeways",4,,465 m²,
,"KSh 70,000,000","Riverside, Westlands",5,,450 m²,
,"KSh 120,000,000","Runda, Westlands",7,,2023 m²,
,"KSh 13,000,000",Ruiru,4,,,
,"KSh 88,000,000",Lavington,6,,,
,"KSh 26,000,000",Syokimau,5,,,
,"KSh 350,000,000",Kileleshwa,4,,4400 m²,
,"KSh 92,500,000","Runda, Westlands",4,,,
,"KSh 14,000,000","Waiyaki Way, Westlands",4,,,
,"KSh 11,000,000","8588, Kamura Road, Utawala",4,,,
,"KSh 11,500,000","88956 Ruiru, Ruiru",3,,,
,"KSh 25,000,000","528, Ruiru",6,,,
,"KSh 15,800,000","6, Mirema Drive, Mirema, Roysambu",4,,,
,"KSh 12,000,000",Changamwe,5,,,Tysons Limited
,"KSh 13,000,000",South C,4,,,Tysons Limited
,"KSh 15,000,000",Langata,3,,,Tysons Limited
,"KSh 28,000,000","Muthithi road, Kiambu Road",4,,275 m²,Palmier Properties Limited
,"KSh 85,000,000",Ongata Rongai,4,,,Citiscape Valuers & Estate Agents Ltd
,"KSh 5,300,000",Komarock,2,,,Canaan Properties
,"KSh 36,000,000","Westlands Area, Westlands",5,,2756 ft²,Tysons Limited
,"KSh 5,500,000",Kenyatta Road,3,,,
,"KSh 320,000,000","Near ABC place, Lavington",4,,,Karengata Property Managers
,"KSh 14,500,000",Donholm,3,,,Tysons Limited
,"KSh 100,000,000","Serena road shanzu, Shanzu",4,,,Samfrance properties
,"KSh 14,150,000",Ruiru,4,,,Nairobi and Beyond Realty
,"KSh 11,950,000","JCC ROAD, Bamburi",4,,1970 ft²,Fairdeal Properties Limited
,"KSh 32,000,000","N/A, Parklands, Westlands",4,,,Coral Property International Ltd
,"KSh 5,500,000",Kenyatta Road,3,,,
,"KSh 11,000,000",Buruburu,4,,,Tysons Limited
,"KSh 10,000,000",Ongata Rongai,3,,120 m²,Tysons Limited
,"KSh 35,000,000","kerarapon drive road, Ngong",4,,,Ikara property consultants
,"KSh 14,100,000",", Exit 14 off the Thika Super Highway, Kenyatta Road",4,,450 m²,Willstone Homes Limited
